6,531,5,Vitos Gießen-Marburg gGmbH,Vitos Standort Gießen,Licher Straße,106,35394,gießen,0641 403-0,info@vitos-giessen-marburg.de,www.vitos-giessen-marburg.de,1,Vitos Gießen-Marburg gemeinnützige GmbH,2,0,2,2,2,2,2,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gießen,50.5808795,8.6938161,22,14
6,631,9,Herz-Jesu-Krankenhaus Fulda,Hauptstandort Herz-Jesu-Krankenhaus Fulda gGmbH,Buttlarstraße,74,36039,fulda,0661 15-0,info@herz-jesu-krankenhaus.de,www.herz-jesu-krankenhaus.de,2,Herz-Jesu-Krankenhaus Fulda gGmbH,2,1,2,2,2,2,2,354,94.0,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fulda,50.5542328,9.6770448,22,19
6,631,9,Klinikum Fulda,Hauptstandort,Pacellialle,4,36043,fulda,0661 84-0,info@klinikum-fulda.de,www.klinikum-fulda.de,1,Klinikum Fulda gAG,2,3,1,1,2,1,1,908,,,73.0,37.0,24.0,,55.0,30.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,26.0,,,,49.0,,,,,,67.0,,,,,31.0,26.0,,15.0,,,,18.0,,,,,63.0,,,,,50.0,,,,,,41.0,14.0,48.0,,,,12.0,98.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,6.0,,10.0,,,,,,,,,,18.0,,,,,9.0,10.0,,,,,,,,fulda,50.5542328,9.6770448,22,19
6,631,9,Meliva Dalberg Klinik,Dalberg Klinik Fulda,Dalbergstraße,5,36037,fulda,0661 9753 200,dalberg-klinik@meliva.de,www.meliva.de/dalberg-klinik/,3,Meliva GmbH,2,0,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fulda,50.5542328,9.6770448,22,19
6,631,9,Neuro Spine Center Dr. Al-Hami,Hauptstandort,Münsterfeldallee,2,36041,fulda,0661 5801-0,info@neuro-spine-center.com,www.neuro-spine-center.com,3,Neuro Spine Center GmbH,2,0,2,2,2,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fulda,50.5542328,9.6770448,22,19
7,132,501,DRK Krankenhaus Altenkirchen-Hachenburg,DRK Krankenhaus Altenkirchen,Leuzbacher Weg,21,57610,altenkirchen (westerwald),,,,2,DRK gemeinnützige Krankenhausgesellschaft mbH Rheinland-Pfalz,2,1,2,2,2,2,2,132,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,altenkirchen (westerwald),50.6880109,7.6477412,23,8
7,133,6,ACURA Kliniken Rheinland-Pfalz,Rheuma-Akutzentrum,Kaiser-Wilhelm-Straße,9,55543,bad kreuznach,0671 93-0,info@kh-acura-kliniken.com,www.sana-rz.de,3,RZ Rheumazentrum Rheinland-Pfalz GmbH,2,0,2,2,2,2,2,62,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad kreuznach,49.8490413,7.8626661,17,9
7,133,6,Diakonie Krankenhaus kreuznacher Diakonie,Hauptstandort Bad Kreuznach,Ringstraße,64,55543,bad kreuznach,0671 605-3730,,www.kreuznacherdiakonie.de,2,Stiftung kreuznacher diakonie,2,1,2,1,2,2,2,327,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,17.0,26.0,,,,42.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,,,,,,,,,,,,,,,,,,,,25.0,,26.0,,,bad kreuznach,49.8490413,7.8626661,17,9
7,133,6,DRK Tagesklinik Bad Kreuznach,DRK Tagesklinik Bad Kreuznach,Salinenstraße,135,55543,bad kreuznach,0671 844110,verwaltung@drk-tk-badkreuznach.de,www.drk-tk-badkreuznach.de,2,DRK gemeinnützige Trägergesellschaft Süd-West mbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad kreuznach,49.8490413,7.8626661,17,9
7,133,6,Geriatrische Fachklinik Rheinhessen-Nahe,Geriatrische Fachklinik Rheinhessen-Nahe,Berliner Straße,63-65,55583,bad kreuznach,,,,1,Landeskrankenhaus (AöR),2,0,2,2,2,2,2,52,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad kreuznach,49.8490413,7.8626661,17,9
7,133,6,Krankenhaus St. Marienwörth,Krankenhaus St. Marienwörth,Mühlenstraße,39,55543,bad kreuznach,0671 3720,info@marienwoerth.de,www.marienwoerth.de,2,Franziskanerbrüder vom,2,1,2,2,2,2,2,318,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,30.0,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,4.0,,,,,,,18.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,bad kreuznach,49.8490413,7.8626661,17,9
7,138,45,DRK-Krankenhaus Neuwied,DRK Krankenhaus Neuwied,Marktstraße,104,56564,neuwied,02631 980,info@drk-kh-neuwied.de,www.drk-kh-neuwied.de,2,DRK gemeinnützige Krankenhausgesellschaft mbH Rheinland-Pfalz,3,1,2,2,2,2,2,144,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,31.0,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,neuwied,50.4302393,7.466302,21,7
7,138,45,Johanniter-Zentrum für Kinder- und Jugendpsychiatrie,Johanniter-Zentrum für Kinder- und Jugendpsychiatrie,Am Carmen-Sylva-Garten,6,56564,neuwied,02631 39440,info@kjp-neuwied.de,www.kinder-und-jugendpsychiatrie-neuwied.de,2,Johanniter GmbH,2,0,2,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neuwied,50.4302393,7.466302,21,7
7,138,45,Marienhaus Klinikum Bendorf - Neuwied - Waldbreitbach,Marienhaus Klinikum St. Elisabeth,Friedrich-Ebert-Straße,59,56564,neuwied,02631 82-0,info@marienhaus-klinikum.de,www.marienhaus-klinikum.de,2,Marienhaus Klinikum GmbH,2,2,2,1,2,2,2,385,28.0,,46.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,,21.0,,,33.0,,,,,,,45.0,,,,,,,,,,,,,26.0,19.0,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,,,15.0,,,,,neuwied,50.4302393,7.466302,21,7
7,138,45,Marienhaus Klinikum Bendorf - Neuwied - Waldbreitbach,Marienhaus Klinikum St. Antonius - Tagesklinik,Willi-Brückner-Straße,8,56564,neuwied,02631 82-0,info@marienhaus-klinikum.de,www.marienhaus-klinikum.de,2,Marienhaus Klinikum GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neuwied,50.4302393,7.466302,21,7
7,332,2,Evangelisches Krankenhaus Bad Dürkheim,Evangelisches Krankenhaus Bad Dürkheim,Dr.-Kaufmann-Straße,2,67098,bad dürkheim,06322 6070,webmaster@lvim-pfalz.de,www.lvim-pfalz.de,2,Ev. Krankenhaus Bad Dürkheim gGmbH,2,1,2,2,2,2,2,215,67.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,bad dürkheim,49.4632944,8.1705063,14,11
7,332,2,MEDIAN Klinik Sonnenwende Bad Dürkheim,MEDIAN Klinik Sonnenwende Bad Dürkheim,Sonnenwendstraße,86,67098,bad dürkheim,06322 7940,klinik-sonnenwende@rhm-kliniken.de,www.rhm-kliniken.de,3,MEDIAN Klinik Sonnenwende GmbH & Co. KG,2,0,2,2,1,2,2,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad dürkheim,49.4632944,8.1705063,14,11
7,334,7,Asklepios Südpfalzkliniken,Asklepios Südpfalzklinik Germersheim,An Fronte Karl,2,76726,germersheim,072 75-71-0,kandel@asklepios.com,www.asklepios.com,3,Asklepios Südpfalzkliniken GmbH,2,1,2,2,2,2,2,136,30.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,germersheim,49.2222749,8.36659,12,12
7,336,55,Pfalzklinikum für Psychiatrie,Standort Kusel Tagesklinik,Weibergraben,1,66869,kusel,06349 9000,info@pfalzklinikum.de,www.pfalzklinikum.de,1,Pfalzklinikum,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kusel,49.5399844,7.4008479,15,7
7,336,55,Westpfalz-Klinikum,Westpfalz-Klinikum StO Kusel,Im Flur,1,66869,kusel,0631 2030,info@westpfalz-klinikum.de,www.westpfalz-klinikum.de,1,Westpfalz-Klinikum GmbH,2,1,2,2,2,2,2,240,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,51.0,10.0,,,,,,,,,,kusel,49.5399844,7.4008479,15,7
8,115,3,Klinikum Sindelfingen-Böblingen,Kliniken Böblingen,Bunsenstraße,120,71032,böblingen,07031 98-0,info@klinikverbund-suedwest.de,www.klinikverbund-suedwest.de,1,Kreiskliniken Böblingen gGmbH,2,1,2,2,2,2,2,335,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,14.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,böblingen,48.684969,9.0113444,8,16
8,115,3,Zentrum für Psychiatrie Calw,Psychiatrisches Behandlungszentrum Böblingen (PBZ/TKKJBB/TKSBB/TKBB/KiJu BB),Bunsenstraße,120,71032,böblingen,07051 586-0,info@kn-calw.de,www.kn-calw.de,1,Zentrum für Psychiatrie Calw - Klinikum Nordschwarzwald,2,0,2,2,2,2,2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,böblingen,48.684969,9.0113444,8,16
8,116,19,Schelztor-Klinik,Schelztor-Klinik,Schelztorstr.,19,73728,esslingen,0711 396909-0,info@schelztor-klinik.de,www.schelztor-klinik.de,3,Schelztor-Klinik Esslingen GmbH,4,0,2,2,2,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,esslingen,48.7427584,9.3071685,9,17
8,117,26,ALB FILS KLINIKEN,Klinik am Eichert,Eichertstraße,3,73035,göppingen,07161 64-0,info@af-k.de,www.alb-fils-kliniken.de,1,Landkreis Göppingen,2,2,2,1,2,2,2,644,,,90.0,39.0,49.0,,56.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,46.0,,115.0,,,6.0,,,,,,,37.0,,,,,,,,,,,16.0,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,8.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,göppingen,48.7031377,9.6541116,8,19
8,117,26,Klinikum Christophsbad,Hauptstandort,Faurndauer Straße,6-28,73035,göppingen,07161 601-0,info@christophsbad.de,www.christophsbad.de,3,Christophsbad GmbH & Co. Fachkrankenhaus KG,2,0,2,2,2,1,2,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,320.0,,,,,,,,,,,,,25.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,göppingen,48.7031377,9.6541116,8,19
8,118,48,Klinikum am Weissenhof,Tagesklinik Ludwigsburg,Harteneckstraße,32,71640,ludwigsburg,07134 75-0,info@klinikum-weissenhof.de,www.klinikum-weissenhof.de,1,Zentrum für Psychiatrie,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludwigsburg,48.8953937,9.1895147,10,17
8,118,48,Klinikum Ludwigsburg,Klinikum Ludwigsburg,Posilipostraße,4,71640,ludwigsburg,07141 99-90,info.lb@kliniken-lb.de,www.klinikum-ludwigsburg.de,1,RKH Kliniken Ludwigsburg-Bietigheim gGmbH,2,3,2,2,2,2,2,766,13.0,,,,,,,23.0,,,,,,,,,,,,,99.0,,,,,,,,,,,81.0,,,,,,27.0,,,,,,,,,,,,,,36.0,,,,50.0,,,,,,,,,,61.0,33.0,28.0,,,,,,,,,,,33.0,,,,,63.0,,,,,,3.0,1.0,48.0,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,ludwigsburg,48.8953937,9.1895147,10,17
8,118,48,NC Klinik am Forum,NC Klinik am Forum,Stuttgarter Str.,30,71638,ludwigsburg,07141 9379-0,info@klinikamforum.de,www.klinikamforum.de,3,NC Klinik am Forum GmbH & Co KG,4,0,2,2,2,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludwigsburg,48.8953937,9.1895147,10,17
8,118,48,Solitude-Privatklinik,Solitude-Privatklinik,Solitudestr.,24,71638,ludwigsburg,07141 97676-0,info@mkg-solitude.de,www.mkg-solitude.de,3,Chirurgische Privatklinik Solitude Gmbh,4,0,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,ludwigsburg,48.8953937,9.1895147,10,17
8,127,76,Diak Klinikum Schwäbisch Hall,Diak Klinikum Schwäbisch Hall,Diakoniestraße,10,74523,schwäbisch hall,0791 753-1,info@dasdiak-klinikum.de,www.dasdiak-klinikum.de,2,Diakonie-Klinikum Schwäbisch Hall gGmbH,2,3,2,2,2,2,2,540,,,,,,,,,,,,,,,,,,,,,62.0,,,,31.0,,,,,,,57.0,,,,,,44.0,,,,,,,,,12.0,,,,,,,,,45.0,,,,,,,,,,45.0,18.0,42.0,13.0,,,,,,,,,,25.0,18.0,,,,43.0,,,,,,8.0,,49.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,schwäbisch hall,49.1123963,9.7369047,11,20
8,127,76,Klinikum am Weissenhof,Tagesklinik Schwäbisch Hall,Ringstraße,1,74523,schwäbisch hall,07134 75-0,info@klinikum-weissenhof.de,www.klinikum-weissenhof.de,1,Zentrum für Psychiatrie,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schwäbisch hall,49.1123963,9.7369047,11,20
8,127,76,Zentrum für Psychische Gesundheit Schwäbisch Hall,Zentrum für Psychische Gesundheit Schwäbisch Hall,Ringstraße,1,74523,schwäbisch hall,0791 753-9100,info@zfpg-sha.de.de,www.zfpg-sha.de,1,Psychiatrie Schwäbisch Hall gGmbH,3,0,2,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schwäbisch hall,49.1123963,9.7369047,11,20
8,216,43,Klinikum Mittelbaden Rastatt-Forbach,Klinikum Mittelbaden Rastatt-Forbach Standort Rastatt,Engelstraße,39,76437,rastatt,07222 389-0,info.rastatt@klinikum-mittelbaden.de,www.klinikum-mittelbaden.de,1,Klinikum Mittelbaden gGmbH,2,2,2,2,2,2,2,236,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,rastatt,48.8574209,8.2088088,10,11
8,216,43,MediClin Klinik an der Lindenhöhe,MediClin Klinik an der Lindenhöhe Rastatt,Engelstraße,37,76437,rastatt,0781 9192-0,info.lindenhoehe@MediClin.de,www.klinik-lindenhoehe.de,3,MediClin GmbH & Co. KG,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rastatt,48.8574209,8.2088088,10,11
8,235,85,Klinik Dr. Römer - Akutklinik für Psychosomatik und Psychotherapie,Klinik Dr. Römer,Altburger Weg,2,75365,calw,07051 588-0,info@roemerklinik.de,www.klinik-dr-roemer.de,3,Dr. Römer Kliniken GmbH,3,0,2,2,2,2,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calw,48.7142691,8.7397624,8,14
8,235,85,Kreisklinikum Calw-Nagold,Kliniken Calw,Eduard-Conz-Straße,6,75365,calw,07051 14-0,info@klinikverbund-suedwest.de,www.klinikverbund-suedwest.de,1,Kreiskliniken Calw gGmbH,2,1,2,2,2,2,2,199,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calw,48.7142691,8.7397624,8,14
8,235,85,Zentrum für Psychiatrie Calw,Zentrum für Psychiatrie Calw,Lützenhardter Hof,1,75365,calw,07051 586-0,info@kn-calw.de,www.kn-calw.de,1,Zentrum für Psychiatrie Calw - Klinikum Nordschwarzwald,2,0,2,2,2,2,2,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calw,48.7142691,8.7397624,8,14
8,237,28,Krankenhaus Freudenstadt,Krankenhaus Freudenstadt,Karl-v.-Hahn-Straße,120,72233,freudenstadt,07441 54-0,info@klf-net.de,www.klf-web.de,1,Krankenhäuser Landkreis Freudenstadt gGmbH,2,2,2,1,2,2,2,343,,,33.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,8.0,,,,,,64.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,37.0,,,,,,6.0,,,,,,,53.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,freudenstadt,48.4637727,8.4111727,7,12
8,316,11,Kreiskrankenhaus Emmendingen,Kreiskrankenhaus Emmendingen,Gartenstraße,44,79312,emmendingen,07641 454-0,verwaltung@krankenhaus-emmendingen.de,www.krankenhaus-emmendingen.de,1,Landratsamt Emmendingen,2,1,2,2,2,1,2,235,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,44.0,,,,,,,,,,,,,5.0,,,,,34.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,emmendingen,48.1224978,7.8653814,4,9
8,316,11,medem Praxisklinik,medem Praxisklinik,Platanenweg,7,79312,emmendingen,07641 6688,info@ortho-station.com,www.medem.de,3,medem Klinikgesellschaft GbR,4,0,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emmendingen,48.1224978,7.8653814,4,9
8,316,11,Zentrum für Psychiatrie Emmendingen,ZfP Emmendingen (Hauptstandort),Neubronnstraße,25,79312,emmendingen,07641 461-0,info@zfp-emmendingen.de,www.zfp-emmendingen.de,1,Zentrum für Psychiatrie Emmendingen,2,0,2,2,2,2,2,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,,,,15.0,108.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emmendingen,48.1224978,7.8653814,4,9
8,325,49,Helios Klinik Rottweil,Helios Klinik Rottweil,Krankenhausstraße,30,78628,rottweil,0741 476-0,info.rottweil@helios-gesundheit.de,www.helios-gesundheit.de,3,HELIOS Klinik Rottweil GmbH,2,1,2,2,2,2,2,209,89.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rottweil,48.1678244,8.626979,4,13
8,325,49,Vinzenz von Paul Hospital - Klinik Rottenmünster,Vinzenz von Paul Hospital - Klinik Rottenmünster,Schwenninger Straße,55,78628,rottweil,0741 241-0,info@vvph.de,www.vvph.de,2,Vinzenz von Paul Hospital gGmbH,2,0,2,2,2,1,2,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,238.0,,,,62.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rottweil,48.1678244,8.626979,4,13
