8.0,311.0,0.0,Celenus Fachklinik Freiburg,An den Heilquellen,2,79111.0,Freiburg,0761 88859-0,info@fachklinik-freiburg.de,www.fachklinik-freiburg.de,3.0,Celenus Psychosomatische Fachklinik Freiburg GmbH,6.0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,
8.0,311.0,0.0,Klinik für Onkologische Rehabilitation,Breisacher Str.,117,79106.0,Freiburg,0761 206-01,info@tumorbio.uni-freiburg.de,www.tumorbiologie-freiburg.de,1.0,UKF Reha gGmbH,6.0,139,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,311.0,0.0,Mooswaldklinik,An den Heilquellen,8,79111.0,Freiburg,0761 4789-0,info@mosswaldklinik.de,www.mooswaldklinik.de,3.0,Mooswaldklinik Klinikbetriebs- und Managementgesellschaft mbH,6.0,80,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Breisgau-Klinik,Herbert-Hellmann-Allee,37,79189.0,Bad Krozingen,07633 401-0,info@breisgau-klinik.de,www.breisgau-klinik.de,3.0,RHK Reha-Klinik GmbH & Co. Fachklinik für multidisziplinäre Rehabilitation und Anschlussheilverfahren KG,6.0,180,,,,,,23.0,,24.0,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Klinik für Biokinematik,Herbert-Hellmann-Allee,29-31,79189.0,Bad Krozingen,07633 93321-0,info@biokinematik.de,www.biokinematik.de,3.0,Biokinematik GmbH Klinik für Schmerzpatienten,7.0,36,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Klinik Lazariterhof,Herbert-Hellmann-Allee,38,79189.0,Bad Krozingen,07633 93-53,info@park-klinikum.de,www.park-klinikum.de,3.0,Schwarzwaldklinik Bad Krozingen KG REHA Grundstücks GmbH & Co.,6.0,130,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Rheintal-Klinik/Astoria Privatklinik,Thürachstr.,10,79189.0,Bad Krozingen,07633 408-0,info@rheintalklinik.de,www.rheintalklinik.de,3.0,Rheintal-Klinik GmbH & Co. Porten KG,6.0,270,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Schwarzwaldklinik Geriatrie,Herbert-Hellmann-Allee,46,79189.0,Bad Krozingen,07633 93-02,info@park-klinikum,www.park-klinikum,3.0,Schwarzwaldklinik Bad Krozingen KG REHA Grundstücks GmbH & Co.,6.0,90,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Schwarzwaldklinik Neurologie,Im Sinnighofen,1,79189.0,Bad Krozingen,07633 93-01,info@park-klinikum.de,www.park-klinikum.de,3.0,Schwarzwaldklinik Bad Krozingen KG REHA Grundstücks GmbH & Co.,6.0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,
8.0,315.0,6.0,Schwarzwaldklinik Orthopädie,Herbert-Hellmann-Allee,46,79189.0,Bad Krozingen,07633 93-02,info@park-klinikum.de,www.park-klinikum.de,3.0,Schwarzwaldklinik Bad Krozingen KG REHA Grundstücks GmbH & Co.,6.0,110,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,
8.0,315.0,6.0,Theresienklinik Bad Krozingen II,Am Kurpark,1,79189.0,Bad Krozingen,07663 404-0,info@theresienklinik.de,www.theresienklinik.de,3.0,Theresienklinik Bad Krozingen II Rehabilitationsklinik für Orthopädie und Kardiologie GmbH,6.0,319,,,,132.0,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,
8.0,315.0,7.0,Hamm Klinik Park Therme,Ernst-Eisenlohr-Str.,6,79410.0,Badenweiler,07632 71-0,info@hamm-kliniken.de,www.hamm-kliniken.de,3.0,Hamm-Kliniken GmbH & Co. KG,6.0,154,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,7.0,Reha-Klinik Hausbaden,Hausbadener Str.,1,79410.0,Badenweiler,07632 759-0,info@reha-klinik-hausbaden.de,www.reha-klinik-hausbaden.de,3.0,RHK Reha-Klinik GmbH & Co. Fachklinik für orthopädische und rheumatische Erkrankungen,6.0,220,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,80.0,,,,,,,,,,,
8.0,315.0,7.0,Römerberg-Klinik,Schwärzestr.,20,79410.0,Badenweiler,07632 73-1,info@roemerberg-klinik.de,www.roemerberg-klinik.de,1.0,Deutsche Rentenversicherung Knappschaft-Bahn-See,6.0,157,,,,,,32.0,,,,,,,,,,,,,,,,,7.0,118.0,,,,,,,,,,,,,,,,,,,
8.0,315.0,37.0,Fachklinik Caritas-Haus Feldberg,Paßhöhe,5,79868.0,Feldberg,07676 930-0,info@caritas-haus-feldberg.de,www.caritas-haus-feldberg,2.0,Fachklinik Caritas-Haus Feldberg gGmbH,6.0,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,
8.0,315.0,37.0,Fachklinik Schuppenhörnle,Schuppenhörnlestr.,37,79868.0,Feldberg,07655 681-0,schuppenhoernle@ak-familienhilfe.de,www.ak-familienhilfe.de,2.0,Deutscher Arbeitskreis für Familienhilfe e. V.,6.0,95,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,37.0,Rehaklinik Feldberg für Mutter-Vater-Kind,Falkauer Str.,2 - 4,79868.0,Feldberg,07655 938-0,Klinik.Feldberg@kur.org,www.kur.org,2.0,Kur + Reha GmbH,6.0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,
8.0,315.0,41.0,Reha-Klinik Glotterbad,Gehrenstrasse,10,79286.0,Glottertal,07684 809-0,info@rehaklinik-glotterbad.de,www.rehaklinik-glotterbad.de,1.0,Reha Zentren der Deutschen Rentenversicherung Baden-Württemberg gGmbH,6.0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,
8.0,315.0,41.0,"Thure von Uexküll Klinik, Klinik für Rehabilitation",Badstr.,2,79286.0,Glottertal,07684 9069-0,info@uexkuell-klinik.de,www.uexkuell-klinik.de,2.0,Kur + Reha GmbH,6.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
8.0,315.0,52.0,Földiklinik,Rösslehofweg,2 - 6,79856.0,Hinterzarten,07652 124-0,info@foeldiklinik.de,www.foeldiklinik.de,3.0,FÖLDIKLINIK GmbH & Co. KG Fachklinik für Lymphologie,6.0,152,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,68.0,Fachklinik Ursee,Grabenstraße,18,79853.0,Lenzkirch,07653 68-80,ursee@ak-familienhilfe.de,www.ak-familienhilfe.de,2.0,Deutscher Arbeitskreis für Familienhilfe e. V.,6.0,95,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,98.0,Reha-Klinik Lindenhof,Vogesenstr.,17,79227.0,Schallstadt,07664 9711-0,lindenhof@agj-freiburg.de,www.rehaklinik-lindenhof.de,2.0,AGJ Fachverband für Prävention und Rehabilitation in der Erzdiözese Freiburg e. V.,6.0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,
8.0,315.0,108.0,Fachklinik Münstertal,Albert-Hugard-Str.,34,79219.0,Staufen,07633 8007-0,muenstertal@ak-familienhilfe.de,www.ak-familienhilfe.de,2.0,Deutscher Arbeitskreis für Familienhilfe e. V.,6.0,180,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,315.0,125.0,cts Klinik Stöckenhöfe,Stöckenhöfe,1,79299.0,Wittnau,0761 4015-0,info@cts-reha-bw.de,www.cts-reha-bw.de,2.0,cts Rehakliniken Baden-Württemberg GmbH,6.0,169,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,70.0,,,54.0,,,,,,,,,,,
8.0,316.0,10.0,BDH-Klinik Elzach (Rehabilitation),Am Tannwald,1 - 3,79215.0,Elzach,07682 801-0,info@bdh-klinik-elzach.de,www.bdh-klinik-elzach.de,2.0,BDH-Klinik Elzach gGmbH,6.0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,
8.0,316.0,17.0,Reha-Klinik St. Landelin,Riedstr.,15,79336.0,Herbolzheim,07643 9161-0,st.landelin@agj-freiburg.de,www.st.landelin.de,2.0,AGJ Fachverband für Prävention und Rehabilitation in der Erzdiözese Freiburg e. V.,6.0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,
8.0,317.0,21.0,MEDICLIN Staufenburg Klinik,Burgunderstr.,24,77770.0,Durbach,0781 473-0,info@staufenburg.mediclin.de,www.staufenburg-klinik.de,3.0,MediClin GmbH & Co. KG,6.0,273,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,317.0,34.0,Celenus Klinik Kinzigtal,Wolfsweg,12,77723.0,Gengenbach,07803 808-0,info@klinik-kinzigtal.de,www.klinik-kinzigtal.de,3.0,Psychosomatische Fachklinik Gengenbach GmbH,6.0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,
8.0,317.0,85.0,Reha-Klinik Klausenbach,Klausenbach,1,77787.0,Nordrach,07838 82-0,info@rehaklinik-klausenbach.de,www.rehaklinik-klausenbach.de,1.0,Reha Zentren der Deutschen Rentenversicherung Baden-Württemberg gGmbH,6.0,120,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,73.0,,,,,,,,,,,,,,
8.0,317.0,85.0,Winkelwaldklinik Nordrach,Winkelwald,2 - 4,77787.0,Nordrach,07838 83-0,info@winkelwaldklinik.de,www.winkelwaldklinik.de,3.0,Winkelwaldklinik Nordrach Betriebs GmbH,6.0,130,,,40.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,317.0,96.0,Klinik für Geriatrische Rehabilitation,Louis-Pasteur-Str.,12,77654.0,Offenburg,0781 475-0,info@pgw-og.de,www.pgw-og.de,2.0,Paul-Gerhardt-Werk e.V.,6.0,43,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,317.0,110.0,Fachklinik Haus Renchtal,Renchtalstr.,14,77871.0,Renchen,07843 949-0,info@blv-suchthilfe.de,www.bw-lv.de,2.0,Baden-Württembergischer Landesverband für Prävention und Rehabilitation gGmbH,6.0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,
8.0,317.0,146.0,Celenus Klinik Ortenau,Wolfsweg,12,77723.0,Gengenbach,07835 785-0,info@klinik-ortenau.de,www.klinik-ortenau.de,3.0,Psychosomatische Fachklinik Gengenbach GmbH,7.0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,
8.0,325.0,12.0,Gesundheitsresort Graether,Schönblickstr.,22,72175.0,Dornhan,07455 1021,info@graether-gesundheits-resort.de,www.anti-aging-natural.de,3.0,Udo Graether,7.0,38,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,326.0,3.0,Espan-Klinik,Gartenstr.,9,78073.0,Bad Dürrheim,07726 65-0,info@espan-klinik.de,www.espan-klinik.de,3.0,Kliniken Benner GmbH & Co. KG,6.0,200,,,,,,37.0,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,326.0,3.0,Kurklinik Limberger,Hammerbühlstr.,5,78073.0,Bad Dürrheim,07726 664-0,info@klinik-limberger.de,www.kurklinik-limberger.de,3.0,Kurklinik Limberger GmbH & Co. KG,6.0,115,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,
8.0,326.0,3.0,Luisenklinik,Luisenstr.,56,78073.0,Bad Dürrheim,07726 668-4,info@luisenklinik.de,www.luisenklinik.de,3.0,Gesellschaft für Verhaltensmedizin und Gesundheitsforschung AG,6.0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,
8.0,326.0,3.0,Mutter-Vater-Kind Kurklinik Hänslehof,Hofstr.,13,78073.0,Bad Dürrheim,07726 667-0,info@haenslehof.de,www.haenslehof.de,3.0,Hänslehof GmbH,6.0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,
8.0,326.0,3.0,Reha-Zentrum Klinik Hüttenbühl,Wittmannstalstr.,5,78073.0,Bad Dürrheim,07726 925-0,reha-klinik.huettenbuehl@drv-bund.de,www.huettenbuehl.de,1.0,Deutsche Rentenversicherung Bund,6.0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,
8.0,326.0,3.0,Schloss-Klinik Sonnenbühl,Hammerbühlstr.,4,78073.0,Bad Dürrheim,07726 665-0,info@sonnenbuehl@vital-kliniken.de,www.vital-kliniken.de,3.0,Vital-Kliniken GmbH,6.0,160,,,,30.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,80.0,,,,,,,,,,,,,,
8.0,326.0,3.0,Waldeck Klinik,Waldstr.,18,78073.0,Bad Dürrheim,07726 663-119,info@klinik-waldeck.com,www.klinik-waldeck.com,3.0,Waldeck Klinik GmbH & Co. KG,6.0,204,,,,45.0,,,,,94.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,
8.0,326.0,12.0,MEDICLIN Klinik am Vogelsang,Alte Wolterdingerstr.,68,78166.0,Donaueschingen,0771 851-0,info.vogelsang@mediclin.de,www.klinik-am-vogelsang.de,3.0,MediClin GmbH & Co. KG,6.0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,
8.0,326.0,12.0,Reha-Klinik Sonnhalde,Am Schellenberg,1,78166.0,Donaueschingen,0771 852-0,info@rehaklinik-sonnhalde.de,www.rehaklinik-sonnhalde.de,1.0,Reha Zentren der Deutschen Rentenversicherung Baden-Württemberg gGmbH,6.0,140,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,
8.0,326.0,31.0,Klinik am Doniswald (Rehabilitation),Hermann-Voland-Straße,10,78126.0,Königsfeld,07725 932-0,klinik@doniswald.de,https://doniswaldklinik.de/,3.0,Klinik am Doniswald GmbH,7.0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,
8.0,326.0,31.0,MEDICLIN Albert Schweitzer Klinik,Parkstr.,10,78126.0,Königsfeld,07725 96-0,info.albert-schweitzer@mediclin.de,www.albert-schweitzer-klinik.de,3.0,MediClin GmbH & Co. KG,6.0,189,,,,90.0,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,326.0,31.0,MEDICLIN Baar Klinik,Parkstr.,10,78126.0,Königsfeld,07725 96-0,info.baar-klinik@mediclin.de,www.albert-schweitzer-klinik.de,3.0,MediClin GmbH & Co. KG,6.0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,
8.0,326.0,54.0,Rehabilitationsklinik Katharinenhöhe,Oberkatzensteig,11,78141.0,Schönwald,07723 6503-0,verwaltung@katharinenhoehe.de,www.katharinenhoehe.de,2.0,Rehabilitationsklinik Katharinenhöhe gGmbH,7.0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,
8.0,326.0,60.0,Asklepios Klinik Triberg,Ludwigstr.,1 - 2,78098.0,Triberg,07722 955-0,triberg@asklepios.com,www.asklepios.com,3.0,GKB Klinikbetriebe GmbH,6.0,154,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,326.0,74.0,Geriatrische Rehaklinik Am Klosterwald,Wilhelm-Schickard-Str.,15,78052.0,Villingen-Schwenningen,07721 878-0,info@geriatrie-vs.de,www.geriatrie-vs.de,2.0,Geriatrische Reha-Klinik Am Klosterwald GmbH,6.0,50,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,326.0,74.0,Nachsorgeklinik Tannheim,Gemeindewaldstr.,75,78052.0,Villingen-Schwenningen,07705 920-0,info@tannheim.de,www.tannheim.de,2.0,Nachsorgeklinik Tannheim gGmbH,6.0,169,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,326.0,74.0,Pro Vita Rehazentrum Am Klosterwald,Wilhelm-Schickard-Str.,15,78052.0,Villingen-Schwenningen,07721 878-405,info@geriatrie-vs.de,www.geriatrie-vs.de,2.0,Pro Vita GmbH Gesellschaft für Gesundheit und soziales Leben,6.0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,
8.0,327.0,49.0,Geriatrischen Reha-Klinik Bethel Trossingen,Wagnerstr.,5,78647.0,Trossingen,07425 932-0,RKTR@BethelNet.de,www.bethelnet.de,2.0,Geriatrische Reha-Klinik Bethel Trossingen gGmbH,6.0,70,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,335.0,2.0,Kliniken Schmieder Allensbach,Zum Tafelholz,8,78476.0,Allensbach,07533 808-0,info@kliniken-schmieder.de,www.kliniken-schmieder.de,3.0,Kliniken Schmieder (Stiftung & Co.) KG,6.0,170,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,
8.0,335.0,26.0,Hegau-Jugendwerk (Rehabilitation),Kapellenstr.,31,78262.0,Gailingen,07734 939-0,info@hegau-jugendwerk.de,www.hegau-jugendwerk.de,1.0,Hegau-Jugendwerk GmbH,6.0,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,
8.0,335.0,26.0,Kliniken Schmieder Gailingen,Auf dem Berg,1,78262.0,Gailingen am Hochrhein,07533 808-0,info@kliniken-schmieder.de,www.kliniken-schmieder.de,3.0,Kliniken Schmieder (Stiftung & Co.) KG,6.0,281,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,
8.0,335.0,43.0,Kliniken Schmieder Konstanz,Eichhornstraße,68,78464.0,Konstanz,07533 808-0,info@kliniken-schmieder.de,www.kliniken-schmieder.de/,3.0,Kliniken Schmieder (Stiftung & Co.) KG,6.0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,
8.0,335.0,63.0,Hermann-Albrecht-Klinik,Strandbadstr.,106,78315.0,Radolfzell,07732 151-0,info@mettnau.com,www.mettnau.com,1.0,Stadt Radolfzell,6.0,211,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,335.0,63.0,Werner-Messmer-Klinik,Strandbadstr.,80,78315.0,Radolfzell,07732 151-0,info@mettnau.com,www.mettnau.com,1.0,Stadt Radolfzell,6.0,224,,,,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,336.0,6.0,Markgräflerland-Klinik,Im Grün,1 - 3,79415.0,Bad Bellingen,07635 318-0,info@markgraeflerland-klinik.de,www.markgraeflerland-klinik.de,3.0,Markgräflerland-Klinik GmbH & Co. Rehabilitationsklinik für ortho. und rheumatische Erkrankungen KG,6.0,99,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,
8.0,336.0,6.0,MEDICLIN Seidel-Klinik,Hebelweg,4,79415.0,Bad Bellingen,07635 30-0,info.seidel@mediclin.de,www.seidel-klinik.de,3.0,MediClin GmbH & Co. KG,6.0,48,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,
8.0,336.0,84.0,Fachklinik Haus Weitenau,Austr.,2 - 6,79585.0,Steinen,07627 7085-0,weitenau@bw-lv.de,www.bw-lv.de,2.0,Baden-Württembergischer Landesverband für Prävention und Rehabilitation gGmbH,6.0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,
8.0,336.0,84.0,Privatklinik Haus am Stalten,Staltenweg,25,79585.0,Steinen,07629 9109-0,info@stalten.de,www.stalten.de,2.0,Förderverein Haus am Stalten e.V.,7.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,
8.0,336.0,87.0,Fachklinik Tannenhof,Radschertstr.,35,79674.0,Todtnau,07671 99-30,tannenhof@ak-familienhilfe.de,www.ak-familienhilfe.de,2.0,Deutscher Arbeitskreis für Familienhilfe e. V.,6.0,100,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,336.0,104.0,Reha-Klinik Birkenbuck,Birkenbuck,4,79429.0,Malsburg-Marzell,07626 902-100,info@rehaklinik-birkenbuck.de,www.rehaklinik-birkenbuck.de,2.0,Kur + Reha GmbH,6.0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,
8.0,336.0,104.0,Rehaklinik Kandertal,Kandertal,19,79429.0,Malsburg-Marzell,07626 902-200,info@rehaklinik-kandertal.de,www.rehaklinik-kandertal.de,2.0,Kur + Reha GmbH,6.0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,
8.0,337.0,51.0,Fachklinik St. Georg,Kurhausplatz,1,79862.0,Höchenschwand,07672 411-0,info@fachklinik-st-georg.de,www.fachklinik-st-georg.de,3.0,St. Georg Vorsorge- und Rehabilitationskliniken GmbH & Co. KG,6.0,170,,2.0,,,,37.0,,,,,,,,,126.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
8.0,337.0,51.0,Fachkliniken Sonnenhof,Kirchstr.,2,79862.0,Höchenschwand,07672 489-0,info@fachkliniken-sonnenhof.de,www.fachkliniken-sonnenhof.de,3.0,Fachkliniken Sonnenhof GmbH,6.0,149,,9.0,,,,,,,,,,,,,,,,,,,,,,120.0,,,,20.0,,,,,,,,,,,,,,,
8.0,337.0,90.0,AKH Alpenblick Klinik Hotzenplotz,Hennematt,7 b,79736.0,Rickenbach,07765 188-0,info@hotzenplotz-klinik.de,www.hotzenplotz-klinik.de,3.0,AKH Alpenblick Klinik Hotzenplotz GmbH & Co. KG,6.0,165,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,337.0,90.0,Klinik Haus Friedborn,Lehnhof,4,79736.0,Rickenbach,07765 9205-0,info@friedborn.de,www.friedborn.de,3.0,Klinik Haus Friedborn GmbH,7.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,
8.0,337.0,96.0,Rehaklinikum Bad Säckingen,Bergseestr.,61,79713.0,Bad Säckingen,07761 554-0,info@rkbs.de,www.rkbs.de,2.0,Rehaklinikum Bad Säckingen GmbH,6.0,200,,,,40.0,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,
8.0,337.0,97.0,Feldbergklinik Dr. Asdonk,Todtmooser Str.,48,79837.0,St. Blasien,07672 484-0,feldbergklinik@t-online.de,www.feldbergklinik.de,3.0,Feldbergklinik Dr. Asdonk GmbH,6.0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
8.0,337.0,97.0,Kohlwald-Klinik,Johann-Rothmeier-Str.,10,79837.0,St. Blasien,07672 483-0,info@kohlwald-klinik.de,www.kohlwald-klinik.de,3.0,Kohlwald-Klinik Rothmeier GmbH & Co. KG,6.0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,
8.0,337.0,97.0,Weissenstein-Klinik,Johann-Rothmeier-Str.,14,79837.0,St. Blasien,07672 482-0,info@weissenstein-klinik.de,www.weissenstein-klinik.de,3.0,Rothmeier GmbH & Co. Grundstücks- u. Beteiligungs-KG,6.0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,
8.0,337.0,97.0,Ziegelfeld-Klinik,Johann-Rothmeier-Str.,5,79837.0,St. Blasien,07672 999-0,info@ziegelfeld-klinik.de,www.ziegelfeld-klinik.de,3.0,Ziegelfeld-Klinik Rothmeier GmbH & Co.,6.0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,
8.0,337.0,108.0,Reha-Zentrum Todtmoos Klinik Wehrawald,Schwarzenbacher Str.,4,79682.0,Todtmoos,07674 903-0,reha-klinik.wehrawald@drv-bund.de,www.reha-klinik.wehrawald.de,1.0,Deutsche Rentenversicherung Bund,6.0,224,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,
8.0,415.0,78.0,m&i-Fachkliniken Hohenurach (Rehabilitation),Immanuel-Kant-Str.,33,72574.0,Bad Urach,07125 151-0,info@fachkliniken-hohenurach.de,www.fachkliniken-hohenurach.de,3.0,m&i-Fachkliniken Hohenurach GmbH,6.0,555,,,155.0,,,,,,,,,,,,,,,,,,,,,200.0,,,,,200.0,,,,,,,,,,,,,,
8.0,415.0,78.0,Reha-Klinik Schwäbische Alb,Bei den Thermen,44540,72574.0,Bad Urach,07125 157-0,info@swabu.de,,1.0,Reha-Klinik Schwäbische Alb GmbH & Co. KG,6.0,181,,,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,
8.0,416.0,25.0,Klinik Bad Sebastiansweiler,Hechinger Str.,26,72116.0,Mössingen,07473 3783-0,info@bad-sebastiansweiler.de,www.bad-sebastiansweiler.de,2.0,Bad Sebastiansweiler GmbH,6.0,128,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,
8.0,416.0,41.0,bwlv Fachklinik Tübingen,Bläsiberg,1,72072.0,Tübingen,07071 9266-0,fachklinik-tuebingen@bw-lv.de,www.bw-lv.de,2.0,Baden-Württembergischer Landesverband für Prävention und Rehabilitation gGmbH,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,
8.0,416.0,41.0,"Rehabilitationszentrum grund.stein, RPK",Landkutschersweg,10,72072.0,Tübingen,07071 745-06,info@reha-grundstein.de,www.reha-grundstein.de,2.0,Tübinger Gesellschaft für Sozialpsychiatrie und Rehabilitation gGmbH,6.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,
8.0,416.0,50.0,Fachklinik Schloss Börstingen,Rottenburger Str.,6,72181.0,Starzach,07031 2181-430,aufnahme@reha-boerstingen.de,www.reha-boerstingen.de,2.0,Verein für Jugendhilfe im Landkreis Böblingen e.V.,6.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,
8.0,417.0,79.0,Acura Fachklinik (Rehabilitation),Robert-Koch-Str.,26,72461.0,Albstadt,07432 169-0,info@acura-kliniken-albstadt.com,www.acura-kliniken-albstadt.de,3.0,Acura Fachklinik GmbH,6.0,80,,,40.0,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,
