Altersjahre,Baden-Württemberg,Bayern,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz,Saarland,Sachsen,Sachsen-Anhalt,Schleswig-Holstein,Thüringen,Insgesamt
20-Jährige,126741.0,145607.0,31407.0,13978.0,7659.0,17936.0,66018.0,10029.0,87916.0,202046.0,45898.0,10820.0,26524.0,14731.0,30867.0,13941.0,852118.0
21-Jährige,128521.0,148782.0,34460.0,14725.0,8269.0,19455.0,67096.0,11313.0,87310.0,204995.0,46816.0,11049.0,28541.0,16370.0,30400.0,15378.0,873480.0
22-Jährige,132463.0,153544.0,38576.0,17159.0,8757.0,21400.0,69546.0,13048.0,88607.0,211606.0,48041.0,11462.0,33727.0,18370.0,30740.0,17673.0,914719.0
23-Jährige,139545.0,162483.0,48793.0,25353.0,9502.0,24305.0,74296.0,19679.0,92395.0,220281.0,50122.0,11977.0,49637.0,26718.0,32091.0,26029.0,1013206.0
24-Jährige,136983.0,159399.0,52944.0,26670.0,9685.0,25199.0,74763.0,20499.0,90052.0,215162.0,48814.0,11616.0,52035.0,27265.0,30886.0,26536.0,1008508.0
25-Jährige,140534.0,164503.0,56608.0,27424.0,10106.0,27410.0,76854.0,20999.0,92426.0,221163.0,49838.0,11822.0,53603.0,28269.0,31802.0,27972.0,1041333.0
26-Jährige,136064.0,160954.0,58279.0,27747.0,9729.0,27649.0,75562.0,21385.0,90503.0,216726.0,48036.0,11771.0,54562.0,27875.0,30976.0,28035.0,1025853.0
27-Jährige,135778.0,161486.0,58832.0,26851.0,9690.0,28353.0,75160.0,20297.0,88527.0,214084.0,47162.0,11747.0,52041.0,26606.0,29856.0,26950.0,1013420.0
28-Jährige,131220.0,155653.0,58041.0,27400.0,9188.0,28048.0,72647.0,20059.0,85258.0,205789.0,44764.0,11048.0,52365.0,26192.0,28710.0,26578.0,982960.0
29-Jährige,131347.0,156968.0,57530.0,26900.0,9071.0,28531.0,73939.0,19469.0,84450.0,205544.0,45016.0,10957.0,51463.0,26278.0,28850.0,26547.0,982860.0
30-Jährige,131796.0,158952.0,57385.0,27354.0,9265.0,28921.0,74039.0,19604.0,85539.0,206969.0,45101.0,11090.0,51822.0,26353.0,29261.0,26482.0,989933.0
31-Jährige,135262.0,163505.0,58129.0,27981.0,9316.0,29474.0,76918.0,19845.0,87806.0,212910.0,46562.0,11348.0,52391.0,25873.0,30637.0,27192.0,1015149.0
32-Jährige,134655.0,163952.0,57045.0,27970.0,8773.0,29656.0,76797.0,19136.0,88374.0,211715.0,46817.0,11188.0,50904.0,25880.0,30850.0,26344.0,1010056.0
33-Jährige,135124.0,163116.0,56208.0,29354.0,8596.0,29169.0,77484.0,19571.0,88835.0,212071.0,45930.0,11220.0,51863.0,26257.0,31503.0,26977.0,1013278.0
34-Jährige,127618.0,156301.0,52394.0,28554.0,8052.0,27280.0,74723.0,19121.0,85423.0,202085.0,44237.0,10577.0,50146.0,25097.0,30147.0,25798.0,967553.0
35-Jährige,124821.0,154351.0,49936.0,28878.0,7930.0,26493.0,73958.0,19108.0,85482.0,200123.0,43825.0,10279.0,50285.0,25238.0,30422.0,24917.0,956046.0
36-Jährige,124743.0,153731.0,48243.0,28218.0,7875.0,25915.0,73277.0,18572.0,85166.0,201086.0,43637.0,10430.0,48844.0,24252.0,30558.0,24600.0,949147.0
37-Jährige,125134.0,152347.0,46119.0,25829.0,7888.0,25405.0,73676.0,16217.0,86195.0,202445.0,43113.0,10028.0,43621.0,21743.0,30946.0,22022.0,932728.0
38-Jährige,122842.0,149876.0,43818.0,24762.0,7729.0,23948.0,71830.0,15309.0,84452.0,197506.0,42766.0,9766.0,41588.0,20761.0,30405.0,21093.0,908451.0
39-Jährige,126185.0,152750.0,42636.0,24543.0,7503.0,23842.0,73195.0,15083.0,87541.0,200937.0,43361.0,10052.0,41079.0,21275.0,30837.0,21914.0,922733.0
40-Jährige,125875.0,152525.0,41325.0,25239.0,7746.0,23078.0,73697.0,15569.0,89669.0,204291.0,44522.0,10118.0,41686.0,22362.0,32095.0,22704.0,932501.0
41-Jährige,136903.0,165523.0,43072.0,28321.0,8154.0,24149.0,79109.0,17190.0,98584.0,221744.0,48549.0,11170.0,45872.0,25713.0,35021.0,25584.0,1014658.0
42-Jährige,148102.0,179495.0,47348.0,33519.0,8739.0,25494.0,86070.0,20043.0,108827.0,243320.0,53617.0,12551.0,53774.0,30684.0,39681.0,28940.0,1120204.0
43-Jährige,154040.0,186689.0,48044.0,34231.0,9030.0,26115.0,89888.0,20371.0,114660.0,254961.0,56529.0,12896.0,53780.0,30941.0,41569.0,29592.0,1163336.0
44-Jährige,165809.0,202222.0,50219.0,35836.0,9681.0,27320.0,97075.0,21307.0,124621.0,280443.0,61437.0,14534.0,54209.0,32101.0,46384.0,30002.0,1253200.0
45-Jährige,173978.0,211040.0,52875.0,37952.0,10313.0,29236.0,101630.0,22741.0,131337.0,293794.0,65218.0,15549.0,55471.0,33122.0,49509.0,30605.0,1314370.0
46-Jährige,178174.0,216603.0,53133.0,40494.0,10459.0,29540.0,103474.0,23932.0,135916.0,301570.0,67210.0,16196.0,57444.0,34687.0,51410.0,31807.0,1352049.0
47-Jährige,182653.0,219354.0,55437.0,43444.0,10856.0,29726.0,105945.0,25971.0,138691.0,309654.0,70040.0,16940.0,60981.0,36198.0,51837.0,34125.0,1391852.0
48-Jährige,182145.0,217994.0,57246.0,45629.0,10804.0,28730.0,106317.0,27628.0,137320.0,308735.0,70249.0,17309.0,63560.0,37885.0,50965.0,35294.0,1397810.0
49-Jährige,185510.0,221264.0,58115.0,47722.0,10682.0,29149.0,107171.0,29157.0,138485.0,313129.0,71988.0,17890.0,66413.0,39743.0,51663.0,37432.0,1425513.0
50-Jährige,183268.0,218510.0,57906.0,49350.0,10481.0,27913.0,105469.0,30468.0,136685.0,307212.0,72100.0,17953.0,67422.0,41207.0,50156.0,38346.0,1414446.0
51-Jährige,177385.0,211753.0,55200.0,49002.0,10312.0,26073.0,101213.0,30449.0,132168.0,295041.0,70234.0,17885.0,66277.0,40667.0,48056.0,37992.0,1369707.0
52-Jährige,174341.0,208943.0,52438.0,48400.0,9927.0,24980.0,98825.0,30928.0,130667.0,290003.0,70088.0,18121.0,66239.0,40724.0,46856.0,39245.0,1350725.0
53-Jährige,168917.0,200236.0,50153.0,46691.0,9650.0,24258.0,95374.0,30228.0,125152.0,283438.0,67726.0,17450.0,63676.0,39691.0,44617.0,37437.0,1304694.0
54-Jährige,162230.0,194018.0,48034.0,45647.0,9400.0,23179.0,92693.0,29552.0,121723.0,276477.0,65636.0,17738.0,63241.0,38854.0,43385.0,37479.0,1269286.0
55-Jährige,154250.0,184184.0,44229.0,41891.0,9121.0,21925.0,87890.0,27814.0,114569.0,262487.0,62162.0,17015.0,58493.0,36556.0,40796.0,34839.0,1198221.0
56-Jährige,149998.0,178704.0,42425.0,40822.0,9037.0,20982.0,85881.0,27148.0,112474.0,256731.0,61613.0,16379.0,58304.0,36044.0,39798.0,34769.0,1171109.0
57-Jährige,146060.0,171589.0,41593.0,40687.0,8622.0,19994.0,82748.0,27249.0,107989.0,247427.0,59108.0,15786.0,59239.0,36566.0,37581.0,35526.0,1137764.0
58-Jährige,138436.0,162409.0,41137.0,40836.0,8363.0,19002.0,79225.0,27461.0,103937.0,237786.0,57117.0,15002.0,61376.0,37405.0,36605.0,35686.0,1101783.0
59-Jährige,134059.0,158438.0,40616.0,40200.0,8202.0,18572.0,77688.0,27339.0,101759.0,232999.0,56150.0,15219.0,60720.0,36700.0,36246.0,35108.0,1080015.0
60-Jährige,128496.0,152302.0,39910.0,39505.0,7850.0,17557.0,74131.0,26830.0,98290.0,221561.0,54509.0,14859.0,61164.0,36819.0,34918.0,34939.0,1043640.0
61-Jährige,128415.0,152771.0,39240.0,38551.0,7860.0,17834.0,74670.0,26024.0,99130.0,218916.0,54128.0,14514.0,62150.0,36592.0,34699.0,34683.0,1040177.0
62-Jährige,124382.0,147897.0,39819.0,37427.0,7886.0,17548.0,73320.0,25162.0,97840.0,211400.0,52989.0,14092.0,63579.0,34947.0,35006.0,34473.0,1017767.0
63-Jährige,124875.0,149135.0,41254.0,35078.0,7783.0,18050.0,74914.0,23451.0,98181.0,210742.0,53504.0,14312.0,60903.0,34270.0,35315.0,32715.0,1014482.0
64-Jährige,122566.0,145483.0,38567.0,29823.0,7899.0,18022.0,74525.0,20144.0,97272.0,210157.0,51808.0,14582.0,53314.0,30521.0,35134.0,29067.0,978884.0
65-Jährige,112643.0,138640.0,35244.0,25726.0,7342.0,17439.0,69854.0,17508.0,89804.0,191762.0,44687.0,12541.0,42709.0,25806.0,34525.0,25141.0,891371.0
66-Jährige,104635.0,135076.0,32837.0,24592.0,7053.0,16728.0,65097.0,16303.0,81995.0,176010.0,39544.0,10132.0,42643.0,25121.0,32071.0,23946.0,833783.0
67-Jährige,91287.0,119254.0,25611.0,16575.0,6926.0,15500.0,55718.0,10739.0,76357.0,160931.0,35243.0,8245.0,32005.0,20242.0,29977.0,19620.0,724230.0
68-Jährige,78227.0,95736.0,28921.0,19572.0,5540.0,13736.0,46232.0,11591.0,60246.0,135159.0,29414.0,7596.0,37706.0,20512.0,24749.0,18421.0,633358.0
69-Jährige,101632.0,123620.0,37844.0,29087.0,6881.0,17308.0,61353.0,17236.0,80495.0,174673.0,38601.0,10253.0,54670.0,28603.0,32729.0,26668.0,841653.0
70-Jährige,102360.0,123259.0,39715.0,31221.0,7141.0,17319.0,60632.0,18736.0,82499.0,174538.0,38216.0,9962.0,53829.0,29346.0,33588.0,26766.0,849127.0
71-Jährige,100231.0,118870.0,37443.0,30074.0,7024.0,16741.0,57239.0,18112.0,79690.0,168614.0,37099.0,9773.0,49605.0,29015.0,32242.0,24936.0,816708.0
72-Jährige,119812.0,143847.0,42957.0,37027.0,7876.0,19128.0,68487.0,22891.0,96396.0,199885.0,45904.0,12404.0,61348.0,35090.0,38635.0,31760.0,983447.0
73-Jährige,124387.0,151621.0,40755.0,36849.0,8207.0,19345.0,72684.0,22959.0,99358.0,213393.0,49407.0,12899.0,62444.0,35740.0,38697.0,33860.0,1022605.0
74-Jährige,121521.0,148087.0,37654.0,35455.0,7815.0,18416.0,70001.0,23008.0,96439.0,207889.0,48079.0,13049.0,60424.0,34214.0,37792.0,32590.0,992433.0
75-Jährige,112021.0,132095.0,34306.0,32109.0,7462.0,17135.0,63227.0,21186.0,90717.0,193423.0,44302.0,11889.0,54298.0,30399.0,34951.0,28120.0,907640.0
76-Jährige,102256.0,118426.0,31934.0,29125.0,6837.0,15958.0,58029.0,18989.0,81988.0,179137.0,40795.0,11735.0,48667.0,27827.0,31382.0,25265.0,828350.0
77-Jährige,96725.0,110561.0,29684.0,27700.0,6537.0,15010.0,54943.0,17954.0,76246.0,168552.0,38948.0,11428.0,46827.0,26264.0,29030.0,24054.0,780463.0
78-Jährige,90035.0,101936.0,28073.0,26313.0,5921.0,14299.0,50957.0,17038.0,70886.0,158644.0,36319.0,10095.0,45281.0,24681.0,26711.0,22393.0,729582.0
79-Jährige,79109.0,91438.0,25249.0,23291.0,5288.0,12039.0,45672.0,15352.0,62883.0,144239.0,32456.0,8490.0,40435.0,22263.0,23369.0,20127.0,651700.0
80-Jährige,63893.0,74194.0,17368.0,17192.0,3876.0,8964.0,35425.0,11862.0,47542.0,109467.0,25285.0,7080.0,30469.0,16996.0,16856.0,15178.0,501647.0
81-Jährige,60346.0,71487.0,15651.0,16255.0,3758.0,8302.0,33233.0,11393.0,45349.0,104612.0,24064.0,6965.0,28510.0,16134.0,15530.0,14630.0,476219.0
82-Jährige,58115.0,67318.0,15192.0,15277.0,3608.0,8189.0,32033.0,10401.0,44478.0,101134.0,23536.0,6661.0,28138.0,15411.0,15074.0,13739.0,458304.0
83-Jährige,56797.0,65721.0,14926.0,14958.0,3566.0,8282.0,32257.0,9797.0,43740.0,100829.0,23167.0,6253.0,28581.0,15062.0,14618.0,13896.0,452450.0
84-Jährige,51434.0,59672.0,13650.0,12982.0,3341.0,7664.0,29453.0,8575.0,39329.0,91175.0,21058.0,5648.0,26201.0,13312.0,13446.0,12149.0,409089.0
85-Jährige,46851.0,54404.0,12001.0,11390.0,3105.0,7198.0,26850.0,7469.0,36257.0,82779.0,19314.0,5078.0,23230.0,12099.0,12638.0,11173.0,371836.0
86-Jährige,39845.0,46939.0,10150.0,9288.0,2691.0,6108.0,23279.0,6049.0,31917.0,70610.0,16648.0,4447.0,19030.0,9825.0,10700.0,9249.0,316775.0
87-Jährige,35643.0,42046.0,9293.0,7910.0,2363.0,5585.0,20980.0,5085.0,27562.0,61536.0,14964.0,3772.0,17367.0,8441.0,9447.0,8186.0,280180.0
88-Jährige,31470.0,37008.0,8031.0,6749.0,2070.0,5028.0,18579.0,4333.0,24918.0,53745.0,12845.0,3265.0,14687.0,7322.0,8684.0,6951.0,245685.0
89-Jährige,24994.0,29667.0,6407.0,5376.0,1670.0,4197.0,15170.0,3358.0,19954.0,43738.0,10385.0,2874.0,11463.0,5898.0,6942.0,5502.0,197595.0
90 Jahre und mehr,84565.0,99224.0,24714.0,17536.0,6331.0,14943.0,50165.0,10553.0,66317.0,138972.0,33155.0,8575.0,40780.0,18908.0,24508.0,17334.0,656580.0
Insgesamt,10631278.0,12604244.0,3421829.0,2449193.0,657391.0,1746342.0,6045425.0,1596505.0,7790559.0,17571856.0,3994366.0,990718.0,4046385.0,2244577.0,2815955.0,2160840.0,80767463.0
31.12.2014,,,,,,,,,,,,,,,,,0.0
unter 1 Jahr,96311.0,114338.0,37195.0,19532.0,6095.0,18773.0,54718.0,12865.0,66674.0,155007.0,33632.0,7295.0,35977.0,17180.0,22901.0,17926.0,716419.0
1-Jährige,94126.0,111828.0,34828.0,19273.0,5671.0,17615.0,53107.0,12827.0,64710.0,149290.0,32954.0,6939.0,35327.0,17082.0,22605.0,17733.0,695915.0
2-Jährige,93044.0,110840.0,34482.0,19975.0,5595.0,16817.0,52994.0,13083.0,64370.0,149957.0,32524.0,7028.0,35482.0,17264.0,23195.0,17719.0,694369.0
3-Jährige,92040.0,107281.0,32624.0,19867.0,5211.0,15857.0,52898.0,13000.0,63839.0,146585.0,32691.0,7205.0,34995.0,17026.0,22521.0,17469.0,681109.0
4-Jährige,94769.0,108916.0,32685.0,20876.0,5514.0,16099.0,53647.0,13621.0,66219.0,151037.0,33349.0,7201.0,35577.0,17360.0,23845.0,17884.0,698599.0
5-Jährige,93838.0,107583.0,31834.0,20467.0,5478.0,15616.0,52769.0,13378.0,65816.0,148849.0,32730.0,7066.0,34528.0,17254.0,23472.0,17173.0,687851.0
6-Jährige,96294.0,110505.0,31400.0,21234.0,5449.0,15707.0,54080.0,13483.0,67886.0,154226.0,34042.0,7363.0,34868.0,17731.0,24260.0,17652.0,706180.0
7-Jährige,96963.0,110518.0,30515.0,20889.0,5613.0,15460.0,54165.0,12996.0,68494.0,154384.0,33995.0,7338.0,33952.0,17172.0,24628.0,17252.0,704334.0
8-Jährige,96008.0,108524.0,28953.0,19983.0,5428.0,15005.0,53099.0,12650.0,68138.0,153533.0,33288.0,7328.0,32378.0,16488.0,24370.0,16317.0,691490.0
9-Jährige,98128.0,110729.0,28061.0,19804.0,5371.0,15024.0,54443.0,12323.0,69774.0,156027.0,34108.0,7569.0,32511.0,16681.0,24527.0,16543.0,701623.0
10-Jährige,100499.0,113725.0,28158.0,20234.0,5332.0,14893.0,55288.0,12913.0,72796.0,160750.0,35132.0,7739.0,32854.0,16720.0,25827.0,17162.0,720022.0
11-Jährige,100966.0,114944.0,26918.0,20111.0,5426.0,14510.0,55064.0,12665.0,73397.0,162340.0,35763.0,7703.0,31730.0,16269.0,26059.0,16657.0,720522.0
12-Jährige,103078.0,117056.0,26874.0,19904.0,5400.0,14314.0,55885.0,12398.0,76021.0,166215.0,36454.0,8101.0,31208.0,16784.0,26787.0,16590.0,733069.0
13-Jährige,105568.0,119925.0,26643.0,19785.0,5613.0,14565.0,57327.0,12668.0,79071.0,170668.0,37805.0,8384.0,31248.0,16940.0,27730.0,16925.0,750865.0
14-Jährige,110915.0,125598.0,27153.0,20813.0,5874.0,14936.0,59775.0,12871.0,83108.0,178866.0,39885.0,8798.0,32167.0,17339.0,29336.0,16922.0,784356.0
15-Jährige,112536.0,127959.0,26564.0,20238.0,5955.0,14731.0,59838.0,12219.0,83826.0,179959.0,40367.0,9099.0,30432.0,16688.0,29940.0,16310.0,786661.0
16-Jährige,116118.0,132196.0,26808.0,19714.0,6150.0,15194.0,61824.0,11933.0,86739.0,186195.0,42086.0,9320.0,29111.0,16134.0,30341.0,16136.0,805999.0
17-Jährige,120911.0,136040.0,27275.0,19244.0,6464.0,16126.0,64428.0,11837.0,90321.0,194406.0,43984.0,10138.0,28193.0,15757.0,31506.0,16007.0,832637.0
18-Jährige,120804.0,135403.0,27677.0,17866.0,6658.0,16472.0,64195.0,11247.0,88595.0,194225.0,43756.0,10265.0,27358.0,15190.0,31550.0,14958.0,826219.0
19-Jährige,121406.0,135642.0,29146.0,15755.0,6866.0,16445.0,63472.0,10344.0,86037.0,191763.0,43329.0,9983.0,26288.0,14433.0,30402.0,13961.0,815272.0
20-Jährige,124749.0,141126.0,31749.0,14579.0,7501.0,18038.0,66155.0,9993.0,86987.0,197869.0,44438.0,10397.0,26813.0,14727.0,30388.0,13664.0,839173.0
21-Jährige,129902.0,149681.0,34227.0,13984.0,8240.0,19272.0,68022.0,10360.0,89117.0,206400.0,46503.0,10987.0,27814.0,15293.0,30719.0,14436.0,874957.0
22-Jährige,131593.0,152406.0,37314.0,14677.0,8622.0,20904.0,69265.0,11440.0,88836.0,209769.0,47471.0,11140.0,29797.0,16512.0,30549.0,15627.0,895922.0
23-Jährige,135929.0,157495.0,41922.0,16979.0,9179.0,22934.0,72292.0,13130.0,90089.0,216070.0,48567.0,11642.0,35154.0,18498.0,31139.0,17799.0,938818.0
24-Jährige,142793.0,166600.0,52591.0,25169.0,9797.0,25964.0,77125.0,19656.0,94024.0,224956.0,50631.0,12117.0,50848.0,26544.0,32581.0,26062.0,1037458.0
25-Jährige,140445.0,163483.0,56546.0,26513.0,9927.0,26604.0,77431.0,20313.0,91837.0,219149.0,49137.0,11697.0,52896.0,27105.0,31350.0,26258.0,1030691.0
26-Jährige,143763.0,168502.0,59834.0,27449.0,10258.0,28788.0,79097.0,21068.0,94149.0,224980.0,50198.0,11940.0,54226.0,27999.0,32219.0,27705.0,1062175.0
27-Jährige,138912.0,164679.0,61007.0,27898.0,9811.0,28882.0,77600.0,21410.0,91914.0,220013.0,48435.0,11858.0,55044.0,27630.0,31443.0,27825.0,1044361.0
28-Jährige,138548.0,164846.0,60959.0,27314.0,9755.0,29248.0,76869.0,20410.0,89902.0,217020.0,47630.0,11816.0,52686.0,26524.0,30264.0,26833.0,1030624.0
29-Jährige,133719.0,158619.0,59915.0,27845.0,9198.0,28720.0,74204.0,20184.0,86557.0,208615.0,45384.0,11072.0,52925.0,26232.0,29291.0,26495.0,998975.0
30-Jährige,133802.0,159706.0,58947.0,27535.0,9048.0,29010.0,75405.0,19679.0,85853.0,208092.0,45617.0,10973.0,52082.0,26247.0,29400.0,26524.0,997920.0
31-Jährige,133563.0,161450.0,58351.0,28013.0,9256.0,29143.0,75297.0,19792.0,86911.0,209256.0,45755.0,11160.0,52180.0,26467.0,29884.0,26569.0,1003047.0
32-Jährige,136945.0,165854.0,58835.0,28683.0,9311.0,29496.0,78197.0,20058.0,89151.0,215007.0,47131.0,11368.0,52828.0,26019.0,31259.0,27193.0,1027335.0
33-Jährige,136370.0,165995.0,57547.0,28621.0,8778.0,29645.0,77995.0,19297.0,89621.0,213701.0,47442.0,11226.0,51204.0,25907.0,31438.0,26393.0,1021180.0
34-Jährige,137017.0,165072.0,56607.0,29956.0,8599.0,29121.0,78447.0,19813.0,90158.0,214199.0,46583.0,11235.0,52221.0,26345.0,32139.0,27087.0,1024599.0
35-Jährige,129376.0,158017.0,52627.0,29152.0,8113.0,27280.0,75772.0,19323.0,86556.0,203747.0,44883.0,10637.0,50439.0,25238.0,30741.0,25835.0,977736.0
36-Jährige,126640.0,155950.0,50201.0,29432.0,7932.0,26320.0,74776.0,19266.0,86464.0,201858.0,44463.0,10314.0,50519.0,25307.0,31046.0,25027.0,965515.0
37-Jährige,126304.0,155305.0,48506.0,28630.0,7899.0,25780.0,74174.0,18711.0,86216.0,202649.0,44183.0,10487.0,49083.0,24309.0,31050.0,24668.0,957954.0
38-Jährige,126671.0,153636.0,46337.0,26278.0,7949.0,25208.0,74457.0,16338.0,87144.0,203983.0,43607.0,10105.0,43820.0,21793.0,31452.0,22158.0,940936.0
39-Jährige,124465.0,151178.0,44033.0,25152.0,7781.0,23913.0,72600.0,15428.0,85302.0,198956.0,43162.0,9828.0,41843.0,20801.0,30872.0,21161.0,916475.0
40-Jährige,127571.0,154055.0,42783.0,24938.0,7553.0,23725.0,73883.0,15241.0,88240.0,202330.0,43922.0,10079.0,41274.0,21384.0,31235.0,21966.0,930179.0
41-Jährige,127163.0,153729.0,41545.0,25571.0,7746.0,23047.0,74409.0,15653.0,90438.0,205344.0,44930.0,10153.0,41852.0,22417.0,32428.0,22758.0,939183.0
42-Jährige,138071.0,166551.0,43216.0,28632.0,8189.0,24106.0,79752.0,17306.0,99270.0,222633.0,49057.0,11221.0,45996.0,25746.0,35421.0,25679.0,1020846.0
43-Jährige,149153.0,180361.0,47457.0,33734.0,8772.0,25499.0,86468.0,20067.0,109471.0,244276.0,54085.0,12529.0,53906.0,30755.0,40002.0,28985.0,1125520.0
44-Jährige,155185.0,187596.0,48049.0,34493.0,9104.0,26122.0,90506.0,20454.0,115148.0,255762.0,56856.0,12911.0,53951.0,30907.0,41853.0,29654.0,1168551.0
45-Jährige,166846.0,202896.0,50259.0,36060.0,9691.0,27308.0,97482.0,21371.0,125206.0,280979.0,61821.0,14544.0,54334.0,32121.0,46600.0,29976.0,1257494.0
46-Jährige,174869.0,211712.0,52818.0,38135.0,10379.0,29193.0,102105.0,22816.0,131702.0,294289.0,65499.0,15564.0,55491.0,33067.0,49780.0,30622.0,1318041.0
47-Jährige,178855.0,217091.0,53151.0,40653.0,10490.0,29534.0,103883.0,24022.0,136156.0,301908.0,67428.0,16192.0,57448.0,34592.0,51657.0,31838.0,1354898.0
48-Jährige,183276.0,219539.0,55396.0,43649.0,10874.0,29667.0,106184.0,25962.0,138917.0,309698.0,70127.0,16930.0,60958.0,36154.0,52045.0,34076.0,1393452.0
49-Jährige,182630.0,218222.0,57055.0,45765.0,10805.0,28691.0,106421.0,27605.0,137423.0,308584.0,70375.0,17269.0,63492.0,37816.0,51130.0,35256.0,1398539.0
50-Jährige,185628.0,221303.0,57916.0,47744.0,10704.0,29099.0,107323.0,29170.0,138601.0,312647.0,72126.0,17844.0,66322.0,39626.0,51826.0,37310.0,1425189.0
51-Jährige,183384.0,218344.0,57698.0,49407.0,10521.0,27835.0,105486.0,30461.0,136626.0,306735.0,72009.0,17933.0,67272.0,41058.0,50294.0,38261.0,1413324.0
52-Jährige,177371.0,211632.0,54980.0,48994.0,10324.0,25959.0,101240.0,30427.0,132098.0,294373.0,70260.0,17829.0,66113.0,40513.0,48088.0,37891.0,1368092.0
53-Jährige,174107.0,208694.0,52228.0,48391.0,9883.0,24880.0,98824.0,30838.0,130670.0,289227.0,70028.0,18060.0,66018.0,40576.0,46848.0,39122.0,1348394.0
54-Jährige,168731.0,199828.0,49966.0,46605.0,9619.0,24170.0,95188.0,30172.0,125079.0,282487.0,67688.0,17353.0,63466.0,39483.0,44574.0,37244.0,1301653.0
55-Jährige,161957.0,193513.0,47765.0,45606.0,9385.0,23016.0,92423.0,29426.0,121502.0,275421.0,65573.0,17666.0,63021.0,38635.0,43449.0,37266.0,1265624.0
56-Jährige,153801.0,183612.0,43878.0,41808.0,9062.0,21782.0,87605.0,27798.0,114394.0,261211.0,62049.0,16926.0,58275.0,36354.0,40741.0,34673.0,1193969.0
57-Jährige,149510.0,177978.0,42170.0,40753.0,9007.0,20798.0,85547.0,27029.0,112140.0,255317.0,61437.0,16310.0,57996.0,35839.0,39724.0,34522.0,1166077.0
58-Jährige,145505.0,170970.0,41293.0,40466.0,8524.0,19809.0,82318.0,27093.0,107641.0,245897.0,58898.0,15666.0,58932.0,36321.0,37547.0,35327.0,1132207.0
59-Jährige,137713.0,161590.0,40805.0,40591.0,8311.0,18821.0,78742.0,27331.0,103461.0,236084.0,56885.0,14906.0,60997.0,37132.0,36476.0,35410.0,1095255.0
60-Jährige,133285.0,157523.0,40249.0,40031.0,8126.0,18308.0,77090.0,27222.0,101274.0,231001.0,55863.0,15123.0,60336.0,36390.0,36119.0,34880.0,1072820.0
61-Jährige,127582.0,151237.0,39458.0,39266.0,7774.0,17349.0,73452.0,26665.0,97788.0,219479.0,54207.0,14734.0,60766.0,36493.0,34793.0,34674.0,1035717.0
62-Jährige,127402.0,151663.0,38774.0,38329.0,7784.0,17586.0,73976.0,25838.0,98503.0,216774.0,53744.0,14384.0,61694.0,36207.0,34573.0,34418.0,1031649.0
63-Jährige,123288.0,146524.0,39282.0,37206.0,7823.0,17274.0,72495.0,25048.0,97136.0,209001.0,52587.0,13933.0,63083.0,34568.0,34813.0,34194.0,1008255.0
64-Jährige,123653.0,147763.0,40721.0,34825.0,7714.0,17770.0,74094.0,23326.0,97404.0,208161.0,53115.0,14138.0,60443.0,33891.0,35106.0,32412.0,1004536.0
65-Jährige,121243.0,143981.0,38039.0,29569.0,7794.0,17689.0,73544.0,20030.0,96311.0,207261.0,51262.0,14413.0,52835.0,30096.0,34962.0,28791.0,967820.0
66-Jährige,111310.0,136969.0,34717.0,25508.0,7228.0,17103.0,68887.0,17331.0,88869.0,188953.0,44250.0,12362.0,42297.0,25458.0,34231.0,24843.0,880316.0
67-Jährige,103361.0,133392.0,32386.0,24301.0,6969.0,16414.0,64263.0,16129.0,81011.0,173408.0,39065.0,9999.0,42178.0,24755.0,31727.0,23621.0,822979.0
68-Jährige,90080.0,117635.0,25237.0,16377.0,6837.0,15202.0,54911.0,10616.0,75324.0,158381.0,34808.0,8105.0,31590.0,19924.0,29631.0,19353.0,714011.0
69-Jährige,77142.0,94349.0,28431.0,19338.0,5451.0,13432.0,45472.0,11452.0,59370.0,132852.0,29028.0,7472.0,37191.0,20182.0,24446.0,18160.0,623768.0
70-Jährige,99992.0,121694.0,37179.0,28685.0,6754.0,16941.0,60333.0,16998.0,79223.0,171564.0,37987.0,10091.0,53846.0,28115.0,32241.0,26196.0,827839.0
71-Jährige,100618.0,121245.0,38951.0,30659.0,6991.0,16984.0,59546.0,18449.0,81194.0,171088.0,37595.0,9746.0,53009.0,28765.0,33074.0,26294.0,834208.0
72-Jährige,98409.0,116816.0,36703.0,29523.0,6897.0,16392.0,56181.0,17799.0,78174.0,165109.0,36455.0,9549.0,48727.0,28424.0,31682.0,24497.0,801337.0
73-Jährige,117532.0,140997.0,42004.0,36347.0,7719.0,18683.0,67042.0,22435.0,94376.0,195452.0,44966.0,12127.0,60225.0,34308.0,37844.0,31076.0,963133.0
74-Jährige,121938.0,148423.0,39754.0,35989.0,8018.0,18868.0,71061.0,22460.0,97110.0,208165.0,48324.0,12619.0,61182.0,34827.0,37861.0,33098.0,999697.0
75-Jährige,118880.0,144616.0,36696.0,34661.0,7597.0,17954.0,68373.0,22469.0,94061.0,202363.0,46899.0,12678.0,59019.0,33259.0,36960.0,31721.0,968206.0
76-Jährige,109256.0,128770.0,33381.0,31242.0,7251.0,16610.0,61526.0,20574.0,88213.0,187818.0,43073.0,11517.0,52883.0,29428.0,34037.0,27305.0,882884.0
